Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
"",,SLIGH MIDDLE SCHOOL,Mid,,,,,,1,1
"",,STEWART MIDDLE SCHOOL,Mid,,2,1,,,1,4
"",,WILLIAMS MIDDLE SCHOOL,Mid,2,2,3,,,2,9
"",,YORK PK-8 MAGNET SCHOOL,K-8,,,1,,1,,2
"",,YOUNG MIDDLE MAGNET,Mid,,1,,,,1,2
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Burns,Neighborhood,BURNETT MIDDLE SCHOOL,Mid,,,1,,,,1
"",,BURNS MIDDLE SCHOOL,Mid,41,101,278,3,97,478,998
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,1,,,,,1
"",,MANN MIDDLE SCHOOL,Mid,,,1,,,,1
"",,MULRENNAN MIDDLE SCHOOL,Mid,,,,,,2,2
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,,1,,,,,1
"",,YORK PK-8 MAGNET SCHOOL,K-8,,,,,1,,1
"",Neighborhood Total,,,41,103,280,3,98,480,"1,005"
"Burns Total5013433631135771,213",,,,,,,,,,
Carrollwood K-8,Charter,HENDERSON HAMMOCK CHARTER SCH,K-8,,,3,,,,3
"",,HILLSBOROUGH ACAD MATH SCIENCE,K-8,,,,,,1,1
"",,LEARNING GATE COMMUNITY,K-8,,,,,,2,2
"",,LUTZ PREPARATORY SCHOOL,K-8,,,1,,,,1
"",,SUNLAKE ACAD OF MATH & SCIENCE,K-8,,,,,,2,2
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,2,,1,2,5
"",Charter Total,,,,,6,,1,7,14
"",Choice,FARNELL MIDDLE SCHOOL,Mid,,,1,,,,1
"",,HILL MIDDLE SCHOOL,Mid,,,4,,,2,6
"",,LUTZ K-8 SCHOOL,K-8,,,,,,1,1
"",Choice Total,,,,,5,,,3,8
"",Magnet,ORANGE GROVE MIDDLE MAGNET,Mid,,,,,,1,1
"",,ROLAND PARK K-8 MAGNET,K-8,,,2,,,,2
"",,WALKER MIDDLE MAGNET,Mid,3,2,5,,3,7,20
"",Magnet Total,,,3,2,7,,3,8,23
"",Neighborhood,CARROLLWOOD K-8 SCHOOL,K-8,1,5,21,,3,20,50
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,,1,,,,1
"",,HILL MIDDLE SCHOOL,Mid,,,2,,,2,4
"",Neighborhood Total,,,1,5,24,,3,22,55
Carrollwood K-8 Total4742740100,,,,,,,,,,
Coleman,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,,,1,,,1,2
"",,HILLSBOROUGH ACAD MATH SCIENCE,K-8,,,,,,1,1
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Coleman,Charter,TRINITY SCHOOL FOR CHILDREN,K-8,,,1,,1,1,3
"",Charter Total,,,,,2,,1,4,7
"",Choice,MADISON MIDDLE SCHOOL,Mid,,,,,,2,2
"",,MARTINEZ MIDDLE SCHOOL,Mid,,,1,,,,1
"",Choice Total,,,,,1,,,2,3
"",Magnet,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,,,,,1,1
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,,,,,4,4
"",,RAMPELLO K-8,K-8,,,1,,2,5,8
"",,ROLAND PARK K-8 MAGNET,K-8,3,,5,,6,14,28
"",,STEWART MIDDLE SCHOOL,Mid,1,,,,,3,4
"",,WILLIAMS MIDDLE SCHOOL,Mid,4,1,1,,,2,8
"",Magnet Total,,,8,1,7,,8,29,53
"",Neighborhood,BUCHANAN MIDDLE SCHOOL,Mid,1,,,,,,1
"",,COLEMAN MIDDLE SCHOOL,Mid,49,22,120,1,56,672,920
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,,,,,1,1
"",,MADISON MIDDLE SCHOOL,Mid,1,1,,,,,2
"",,WILLIAMS MIDDLE SCHOOL,Mid,1,,,,,,1
"",,WILSON MIDDLE SCHOOL,Mid,,,,,,1,1
"",Neighborhood Total,,,52,23,120,1,56,674,926
Coleman Total6024130165709989,,,,,,,,,,
Collins,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,4,2,,,1,7
"",,CREEKSIDE CHARTER ACADEMY,K-8,,1,1,,,2,4
"",,KIDS COMMU COLLEGE SOUTHEAST,K-8,,3,1,,1,1,6
"",,LITERACY LEADERSHIP TECH ACAD,K-8,,2,3,,1,,6
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,,,,,,1,1
"",,NEW SPRINGS SCHOOL,K-8,,,1,,,,1
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,2,7,10,,,7,26
"",,SOUTHSHORE CHARTER ACADEMY,K-8,1,7,12,,2,2,24
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,,,,1,1
"",,WATERSET CHARTER SCHOOL,K-8,,1,1,,,4,6
"",,WINTHROP CHARTER SCHOOL,K-8,2,4,4,,1,3,14
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Collins,Choice,BARRINGTON MIDDLE SCHOOL,Mid,,,6,,1,2,9
"",,EISENHOWER MIDDLE SCHOOL,Mid,,,1,,,,1
"",,RANDALL MIDDLE SCHOOL,Mid,,,,,,1,1
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,,,1,,,2,3
"",Choice Total,,,,,8,,1,5,14
"",Magnet,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,1,,,,1,2
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,1,,,,3,4
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,1,,,,,1
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,9,7,,1,9,26
"",,RAMPELLO K-8,K-8,,1,,,,1,2
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,1,1,2,,2,8,14
"",,SLIGH MIDDLE SCHOOL,Mid,,1,,,,,1
"",,STEWART MIDDLE SCHOOL,Mid,,2,1,,,,3
"",,WALKER MIDDLE MAGNET,Mid,,,2,,,,2
"",,WILLIAMS MIDDLE SCHOOL,Mid,1,1,,,1,,3
"",,YORK PK-8 MAGNET SCHOOL,K-8,1,4,,,,,5
"",Magnet Total,,,3,22,12,,4,22,63
"",Neighborhood,BARRINGTON MIDDLE SCHOOL,Mid,,,1,,,,1
"",,COLLINS PK-8 SCHOOL,K-8,17,107,119,,36,152,431
"",,EISENHOWER MIDDLE SCHOOL,Mid,,1,1,,1,1,4
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,,,1,,,2,3
"",Neighborhood Total,,,17,108,122,,37,155,439
Collins Total2515917747204612,,,,,,,,,,
Davidsen,Charter,HENDERSON HAMMOCK CHARTER SCH,K-8,,,16,,,1,17
"",,HILLSBOROUGH ACAD MATH SCIENCE,K-8,3,3,49,,2,10,67
"",,HORIZON CHARTER SCH OF TAMPA,K-8,2,,4,,1,1,8
"",,PLATO ACADEMY TAMPA CHARTER SCH,K-8,,,2,,,4,6
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,,,1,,,,1
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,1,1,,,2,4
"",,WATERSET CHARTER SCHOOL,K-8,,,1,,,,1
"",,WINTHROP CHARTER SCHOOL,K-8,,,1,,,,1
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Davidsen,Choice,DAVIDSEN MIDDLE SCHOOL,Mid,,,1,,,,1
"",,FARNELL MIDDLE SCHOOL,Mid,3,,12,,6,35,56
"",,HILL MIDDLE SCHOOL,Mid,,,1,,1,1,3
"",,MADISON MIDDLE SCHOOL,Mid,,,,,,1,1
"",,SMITH MIDDLE SCHOOL,Mid,,,3,,,3,6
"",,WALKER MIDDLE MAGNET,Mid,,,1,,,1,2
"",Choice Total,,,3,,18,,7,41,69
"",Magnet,DAVIDSEN MIDDLE SCHOOL,Mid,,,,,,1,1
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,,2,,,,2
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,,,,1,,1
"",,RAMPELLO K-8,K-8,,,1,,,,1
"",,ROLAND PARK K-8 MAGNET,K-8,3,,,,,1,4
"",,STEWART MIDDLE SCHOOL,Mid,,,3,,,,3
"",,WALKER MIDDLE MAGNET,Mid,25,1,30,,8,78,142
"",,WILLIAMS MIDDLE SCHOOL,Mid,,,1,,,1,2
"",,YOUNG MIDDLE MAGNET,Mid,,,1,,,,1
"",Magnet Total,,,28,1,38,,9,81,157
"",Neighborhood,ADAMS MIDDLE SCHOOL,Mid,,1,,,,,1
"",,BURNETT MIDDLE SCHOOL,Mid,,,,,,1,1
"",,DAVIDSEN MIDDLE SCHOOL,Mid,34,49,511,,37,173,804
"",,MADISON MIDDLE SCHOOL,Mid,,,2,,,,2
"",,SMITH MIDDLE SCHOOL,Mid,,1,,,1,2,4
"",,WEBB MIDDLE SCHOOL,Mid,,,2,,,,2
"",Neighborhood Total,,,34,51,515,,38,176,814
"Davidsen Total7056646573161,145",,,,,,,,,,
Dowdell,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,2,10,,,1,13
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,1,2,,,,3
"",,CREEKSIDE CHARTER ACADEMY,K-8,,,2,,1,,3
"",,KIDS COMMU COLLEGE SOUTHEAST,K-8,,1,,,1,3,5
"",,LITERACY LEADERSHIP TECH ACAD,K-8,,1,10,,1,1,13
"",,LITERACY LEADERSHIP TECH SOUTH BAY,K-8,,,1,,,1,2
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Dowdell,Charter,RIVERVIEW ACADEMY OF MATH SCI,K-8,,5,20,,5,11,41
"",,SOUTHSHORE CHARTER ACADEMY,K-8,,,4,,,1,5
"",,TERRACE COMMUNITY SCHOOL,Mid,,,1,,,,1
"",,WATERSET CHARTER SCHOOL,K-8,,,1,,,1,2
"",,WINTHROP CHARTER SCHOOL,K-8,,1,1,,,2,4
"",,WOODMONT CHARTER SCHOOL,K-8,,1,,,,1,2
"",Charter Total,,,,13,52,,8,22,95
"",Choice,EISENHOWER MIDDLE SCHOOL,Mid,,,2,,,,2
"",,GIUNTA MIDDLE SCHOOL,Mid,,,2,,,,2
"",,MULRENNAN MIDDLE SCHOOL,Mid,,,1,,,,1
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,,1,,,,1
"",,RANDALL MIDDLE SCHOOL,Mid,,,,,,1,1
"",Choice Total,,,,,6,,,1,7
"",ESE Center,EISENHOWER MIDDLE SCHOOL,Mid,,,2,,,,2
"",ESE Center Total,,,,,2,,,,2
"",Hope Sch,DOWDELL MIDDLE SCHOOL,Mid,,,2,,,,2
"",,EISENHOWER MIDDLE SCHOOL,Mid,,,,,,1,1
"",,GIUNTA MIDDLE SCHOOL,Mid,,,1,,,,1
"",Hope Sch Total,,,,,3,,,1,4
"",Magnet,DOWDELL MIDDLE SCHOOL,Mid,,,7,,2,2,11
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,1,,,,,1
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,3,,,,1,4
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,1,,,,,1
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,14,10,,1,1,26
"",,RAMPELLO K-8,K-8,,2,,,,,2
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,,2,1,,1,2,6
"",,ROLAND PARK K-8 MAGNET,K-8,,1,,,,,1
"",,SLIGH MIDDLE SCHOOL,Mid,,1,1,,,1,3
"",,STEWART MIDDLE SCHOOL,Mid,,4,4,,1,2,11
"",,WILLIAMS MIDDLE SCHOOL,Mid,,4,3,,,1,8
"",,YORK PK-8 MAGNET SCHOOL,K-8,,,1,,,1,2
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Dowdell,Magnet Total,,,,34,27,,5,11,77
"",Neighborhood,DOWDELL MIDDLE SCHOOL,Mid,2,44,214,,22,50,332
"",,EISENHOWER MIDDLE SCHOOL,Mid,,,2,,,1,3
"",,GIUNTA MIDDLE SCHOOL,Mid,,,5,,1,,6
"",,JENNINGS MIDDLE SCHOOL,Mid,,1,,,,,1
"",,MANN MIDDLE SCHOOL,Mid,,,2,,,,2
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,,4,,,2,6
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,,,1,,,,1
"",Neighborhood Total,,,2,45,228,,23,53,351
Dowdell Total2923183688536,,,,,,,,,,
Eisenhower,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,17,12,,1,1,31
"",,BRIDGEPREP ACADEMY OF TAMPA,K-8,,,1,,,,1
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,1,,,,,1
"",,CREEKSIDE CHARTER ACADEMY,K-8,2,47,46,,14,26,135
"",,KIDS COMMU COLLEGE SOUTHEAST,K-8,2,20,15,,4,6,47
"",,LEARNING GATE COMMUNITY,K-8,,,,,1,,1
"",,LITERACY LEADERSHIP TECH ACAD,K-8,,5,3,,2,20,30
"",,LITERACY LEADERSHIP TECH SOUTH BAY,K-8,3,9,19,,7,48,86
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,,1,,,,,1
"",,RCMA WIMAUMA COMMUNITY ACADEMY,K-8,,,7,,,,7
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,4,43,63,,14,39,163
"",,SOUTHSHORE CHARTER ACADEMY,K-8,6,58,81,1,28,45,219
"",,TERRACE COMMUNITY SCHOOL,Mid,2,,2,,2,,6
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,,,,2,2
"",,WATERSET CHARTER SCHOOL,K-8,3,27,67,2,21,84,204
"",,WINTHROP CHARTER SCHOOL,K-8,2,7,6,,6,12,33
"",,WOODMONT CHARTER SCHOOL,K-8,,2,,,,,2
"",Charter Total,,,24,237,322,3,100,283,969
"",Choice,BARRINGTON MIDDLE SCHOOL,Mid,,6,8,,3,4,21
"",,BURNS MIDDLE SCHOOL,Mid,,,,,1,2,3
"",,COLLINS PK-8 SCHOOL,K-8,,3,4,,2,4,13
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Eisenhower,Choice,GIUNTA MIDDLE SCHOOL,Mid,,1,,,,1,2
"",,MULRENNAN MIDDLE SCHOOL,Mid,,,2,,,2,4
"",,PIZZO K-8 SCHOOL,K-8,,,2,,,,2
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,,1,,,,1
"",,RANDALL MIDDLE SCHOOL,Mid,,,3,,,3,6
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,,1,,,,,1
"",,SHIELDS MIDDLE SCHOOL,Mid,,3,1,,,,4
"",,TOMLIN MIDDLE SCHOOL,Mid,,,1,,,,1
"",,TURNER BARTELS K-8,K-8,,1,,,,,1
"",,YORK PK-8 MAGNET SCHOOL,K-8,,,4,,1,1,6
"",Choice Total,,,,16,26,,7,17,66
"",Hope Sch,BURNS MIDDLE SCHOOL,Mid,,,1,,,,1
"",,DOWDELL MIDDLE SCHOOL,Mid,,,1,,,,1
"",,MULRENNAN MIDDLE SCHOOL,Mid,,,,,,1,1
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,,1,,,,,1
"",Hope Sch Total,,,,1,2,,,1,4
"",Magnet,COLLINS PK-8 SCHOOL,K-8,1,,,,,,1
"",,DOWDELL MIDDLE SCHOOL,Mid,,4,1,,,2,7
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,8,,,2,2,12
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,2,15,6,,3,5,31
"",,MARSHALL MIDDLE MAGNET SCHOOL,Mid,,,,,,1,1
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,8,3,,2,1,14
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,1,43,32,,12,32,120
"",,RAMPELLO K-8,K-8,1,7,3,,1,1,13
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,3,4,6,,4,7,24
"",,ROLAND PARK K-8 MAGNET,K-8,,2,3,,1,,6
"",,SLIGH MIDDLE SCHOOL,Mid,,2,3,,1,,6
"",,STEWART MIDDLE SCHOOL,Mid,,21,10,,8,14,53
"",,WILLIAMS MIDDLE SCHOOL,Mid,,13,5,,1,3,22
"",,YORK PK-8 MAGNET SCHOOL,K-8,10,71,55,,34,139,309
"",,YOUNG MIDDLE MAGNET,Mid,,5,1,,,,6
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Eisenhower,Neighborhood,BARRINGTON MIDDLE SCHOOL,Mid,,,1,,,1,2
"",,BURNS MIDDLE SCHOOL,Mid,,,1,,,1,2
"",,COLLINS PK-8 SCHOOL,K-8,1,1,,,,,2
"",,EISENHOWER MIDDLE SCHOOL,Mid,25,444,407,1,107,205,"1,189"
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,1,,,,,1
"",,GIUNTA MIDDLE SCHOOL,Mid,,1,,,,,1
"",,MANN MIDDLE SCHOOL,Mid,1,,,,,,1
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,,,1,,,1,2
"",,SHIELDS MIDDLE SCHOOL,Mid,,,1,,,,1
"",,TINKER K-8 SCHOOL,K-8,,2,,,,,2
"",,YORK PK-8 MAGNET SCHOOL,K-8,,5,4,,,2,11
"",Neighborhood Total,,,27,454,415,1,107,210,"1,214"
"Eisenhower Total6991189342837182,878",,,,,,,,,,
Farnell,Charter,CHANNELSIDE ACAD MATH AND SCI,K-8,,,1,,,,1
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,,,3,,1,,4
"",,HILLSBOROUGH ACAD MATH SCIENCE,K-8,2,1,16,,2,15,36
"",,HORIZON CHARTER SCH OF TAMPA,K-8,2,1,,,,2,5
"",,KIDS COMMU COLLEGE SOUTHEAST,K-8,,,1,,,,1
"",,NEW SPRINGS SCHOOL,K-8,,,1,,,,1
"",,PLATO ACADEMY TAMPA CHARTER SCH,K-8,,,,,1,4,5
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,,1,,,,,1
"",,SUNLAKE ACAD OF MATH & SCIENCE,K-8,1,,,,,,1
"",,TERRACE COMMUNITY SCHOOL,Mid,2,,,,,,2
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,1,,,,1
"",Charter Total,,,7,3,23,,4,21,58
"",Choice,DAVIDSEN MIDDLE SCHOOL,Mid,,,1,,,1,2
"",,FARNELL MIDDLE SCHOOL,Mid,2,,2,,3,4,11
"",,SMITH MIDDLE SCHOOL,Mid,,1,,,,,1
"",,TURNER BARTELS K-8,K-8,,2,,,,,2
"",Choice Total,,,2,3,3,,3,5,16
"",Magnet,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,,,,,2,2
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Farnell,Magnet,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,1,,,,,1
"",,RAMPELLO K-8,K-8,,,1,,,,1
"",,ROLAND PARK K-8 MAGNET,K-8,4,2,,,,1,7
"",,SLIGH MIDDLE SCHOOL,Mid,,,1,,,,1
"",,STEWART MIDDLE SCHOOL,Mid,1,1,,,,3,5
"",,WALKER MIDDLE MAGNET,Mid,43,4,10,,2,18,77
"",,WILLIAMS MIDDLE SCHOOL,Mid,1,,,,,,1
"",Magnet Total,,,49,8,14,,2,25,98
"",Neighborhood,DAVIDSEN MIDDLE SCHOOL,Mid,1,1,4,,,,6
"",,FARNELL MIDDLE SCHOOL,Mid,146,47,265,4,85,536,"1,083"
"",,WALKER MIDDLE MAGNET,Mid,1,,,,,,1
"",Neighborhood Total,,,148,48,269,4,85,536,"1,090"
"Farnell Total206623094945871,262",,,,,,,,,,
Giunta,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,1,69,95,,12,14,191
"",,BRIDGEPREP ACADEMY OF TAMPA,K-8,,5,2,,2,,9
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,,4,,,1,5
"",,CREEKSIDE CHARTER ACADEMY,K-8,,3,1,,,,4
"",,EXCELSIOR PREP CHARTER MIDDLE,Mid,,1,,,,,1
"",,HORIZON CHARTER SCH OF TAMPA,K-8,,,2,,,,2
"",,INDEPENDENCE ACADEMY,K-8,,,,,,2,2
"",,KIDS COMMU COLLEGE SOUTHEAST,K-8,,6,2,,,2,10
"",,LEARNING GATE COMMUNITY,K-8,,1,1,,,,2
"",,LITERACY LEADERSHIP TECH ACAD,K-8,1,9,30,,4,31,75
"",,LITERACY LEADERSHIP TECH SOUTH BAY,K-8,,,1,,1,,2
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,1,1,8,,2,7,19
"",,NEW SPRINGS SCHOOL,K-8,,4,,,,,4
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,,3,8,,2,4,17
"",,SOUTHSHORE CHARTER ACADEMY,K-8,,3,5,,1,7,16
"",,TERRACE COMMUNITY SCHOOL,Mid,,2,,,,1,3
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,1,,,,1
"",,WATERSET CHARTER SCHOOL,K-8,,,2,,,1,3
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Giunta,Charter,WOODMONT CHARTER SCHOOL,K-8,,2,1,,,,3
"",Charter Total,,,13,136,212,2,40,123,526
"",Choice,BARRINGTON MIDDLE SCHOOL,Mid,1,,3,,1,2,7
"",,BUCHANAN MIDDLE SCHOOL,Mid,,1,,,,,1
"",,BURNETT MIDDLE SCHOOL,Mid,,,,,,1,1
"",,BURNS MIDDLE SCHOOL,Mid,2,2,9,1,2,10,26
"",,DOWDELL MIDDLE SCHOOL,Mid,,4,5,,,2,11
"",,EISENHOWER MIDDLE SCHOOL,Mid,,,1,,,,1
"",,GIUNTA MIDDLE SCHOOL,Mid,,2,2,,,,4
"",,LIBERTY MIDDLE SCHOOL,Mid,,,,,,1,1
"",,MADISON MIDDLE SCHOOL,Mid,,2,,,,,2
"",,MANISCALCO K-8 SCHOOL,K-8,,,,,,1,1
"",,MANN MIDDLE SCHOOL,Mid,,1,,,,1,2
"",,MULRENNAN MIDDLE SCHOOL,Mid,,2,4,,1,7,14
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,,1,,,,1
"",,RANDALL MIDDLE SCHOOL,Mid,,,,,,2,2
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,,,2,,,,2
"",,WILSON MIDDLE SCHOOL,Mid,,,,,,1,1
"",Choice Total,,,3,14,27,1,4,28,77
"",District Assigned,DOWDELL MIDDLE SCHOOL,Mid,,1,1,,,,2
"",District Assigned Total,,,,1,1,,,,2
"",Hope Sch,DOWDELL MIDDLE SCHOOL,Mid,,1,1,,,,2
"",,GIUNTA MIDDLE SCHOOL,Mid,1,,,,,,1
"",Hope Sch Total,,,1,1,1,,,,3
"",Magnet,DOWDELL MIDDLE SCHOOL,Mid,,23,27,,4,4,58
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,8,13,,,6,27
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,11,10,,1,6,28
"",,GIUNTA MIDDLE SCHOOL,Mid,,1,,,,,1
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,,,,,1,1
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,8,11,,4,2,25
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,4,53,56,1,14,32,160
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Giunta,Magnet,RODGERS MIDDLE MAGNET SCHOOL,Mid,,2,3,,2,7,14
"",,ROLAND PARK K-8 MAGNET,K-8,2,8,1,,,,11
"",,SLIGH MIDDLE SCHOOL,Mid,,7,4,,1,,12
"",,STEWART MIDDLE SCHOOL,Mid,1,16,31,,2,7,57
"",,WILLIAMS MIDDLE SCHOOL,Mid,6,14,5,1,2,3,31
"",,YORK PK-8 MAGNET SCHOOL,K-8,,3,2,,1,6,12
"",,YOUNG MIDDLE MAGNET,Mid,,5,7,,2,,14
"",Magnet Total,,,13,171,185,2,35,83,489
"",Neighborhood,BARRINGTON MIDDLE SCHOOL,Mid,,,,,,1,1
"",,BENITO MIDDLE SCHOOL,Mid,,,,,,1,1
"",,BURNS MIDDLE SCHOOL,Mid,,,1,,,,1
"",,COLLINS PK-8 SCHOOL,K-8,,,,,1,1,2
"",,DOWDELL MIDDLE SCHOOL,Mid,,2,2,,,,4
"",,EISENHOWER MIDDLE SCHOOL,Mid,,,1,,,,1
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,,1,,,,1
"",,GIUNTA MIDDLE SCHOOL,Mid,9,292,326,,49,114,790
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,1,,,,,1
"",,JENNINGS MIDDLE SCHOOL,Mid,,,,,1,,1
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,,3,,1,3,7
"",,TINKER K-8 SCHOOL,K-8,,,,,1,,1
"",,WILSON MIDDLE SCHOOL,Mid,,1,,,,,1
"",Neighborhood Total,,,9,296,334,,53,120,812
"Giunta Total3961976051323541,909",,,,,,,,,,
Greco,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,2,1,,1,,4
"",,BRIDGEPREP ACADEMY OF TAMPA,K-8,,2,2,,,2,6
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,,4,,,3,7
"",,CREEKSIDE CHARTER ACADEMY,K-8,,1,,,,,1
"",,EXCELSIOR PREP CHARTER MIDDLE,Mid,,1,1,,,,2
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,,1,,,,,1
"",,HILLSBOROUGH ACAD MATH SCIENCE,K-8,,1,,,,,1
"",,HORIZON CHARTER SCH OF TAMPA,K-8,,,,,,2,2
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Greco,Charter,KIDS COMMU COLLEGE SOUTHEAST,K-8,,,1,,,,1
"",,LEARNING GATE COMMUNITY,K-8,,,4,,2,7,13
"",,LEGACY PREPARATORY ACADEMY,K-8,,2,1,,,,3
"",,LITERACY LEADERSHIP TECH ACAD,K-8,,,1,,,,1
"",,NEW SPRINGS SCHOOL,K-8,7,12,3,,4,7,33
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,,1,,,,,1
"",,SOUTHSHORE CHARTER ACADEMY,K-8,,1,,,,,1
"",,TERRACE COMMUNITY SCHOOL,Mid,6,21,18,1,8,41,95
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,2,5,,1,1,9
"",,WINTHROP CHARTER SCHOOL,K-8,,1,,,,,1
"",,WOODMONT CHARTER SCHOOL,K-8,,65,27,,9,10,111
"",Charter Total,,,13,114,68,1,25,74,295
"",Choice,ADAMS MIDDLE SCHOOL,Mid,,1,,,,,1
"",,BENITO MIDDLE SCHOOL,Mid,,,,,,2,2
"",,BUCHANAN MIDDLE SCHOOL,Mid,,1,1,,,1,3
"",,BURNS MIDDLE SCHOOL,Mid,,,,,,1,1
"",,DAVIDSEN MIDDLE SCHOOL,Mid,1,,,,,,1
"",,EISENHOWER MIDDLE SCHOOL,Mid,,,1,,,,1
"",,FARNELL MIDDLE SCHOOL,Mid,,1,1,,,,2
