district_number,district_name,school_number,virtual_provider_number,english_language_arts_achievement,mathematics_achievement,science_achievement,total_points_earned,total_components,percent_of_total_possible_points,percent_tested,informational_baseline_grade_2023,grade_2022,grade_2021,grade_2019,grade_2018,grade_2017,grade_2016,informational_baseline_grade_2015,grade_2014,grade_2013,grade_2012,grade_2011,grade_2010,grade_2009,grade_2008,grade_2007,grade_2006,grade_2005,grade_2004,grade_2003,grade_2002,grade_2001,grade_2000,grade_1999,was_the_collocated_rule_used,collocated_number,charter_school,title_i,alternative_ese_center_school,school_type,percent_of_minority_students,percent_of_economically_disadvantaged_students,type,social_studies_achievement,middle_school_acceleration,graduation_rate_2021_22,college_and_career_acceleration_2021_22,school_name,number_of_students,ela_level1_num,ela_level2_num,ela_level3_num,ela_level4_num,ela_level5_num,ela_level1,ela_level2,ela_level3,ela_level4,ela_level5,number_of_students_math,math_level1_num,math_level2_num,math_level3_num,math_level4_num,math_level5_num,math_level1,math_level2,math_level3,math_level4,math_level5
29,HILLSBOROUGH,2401,NA,43,55,35,133,3,44,100,C,C,NA,D,D,C,C,C,B,C,C,C,B,A,B,C,B,B,B,A,A,C,B,C,N,NA,NO,YES,N,01,94.5,100,Elementary,NA,NA,NA,NA,TAMPA HEIGHTS ELEMENTARY MAGNET,167,43,42,52,20,10,0.25748502994011974,0.25149700598802394,0.31137724550898205,0.11976047904191617,0.059880239520958084,167,40,32,53,28,15,0.23952095808383234,0.19161676646706588,0.31736526946107785,0.16766467065868262,0.08982035928143713
29,HILLSBOROUGH,2431,NA,60,69,66,195,3,65,100,A,A,NA,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,N,NA,NO,NO,N,01,66.8,97.1,Elementary,NA,NA,NA,NA,LIMONA ELEMENTARY SCHOOL,263,50,57,62,64,31,0.19011406844106463,0.21673003802281368,0.23574144486692014,0.24334600760456274,0.11787072243346007,263,45,32,68,65,54,0.17110266159695817,0.12167300380228137,0.2585551330798479,0.24714828897338403,0.20532319391634982
29,HILLSBOROUGH,2441,NA,57,62,58,177,3,59,100,B,B,A,B,B,B,C,A,A,B,A,B,A,B,A,A,C,C,A,A,A,A,B,A,N,NA,NO,NO,N,01,72.6,93.8,Elementary,NA,NA,NA,NA,LINCOLN ELEMENTARY MAGNET SCHOOL,246,51,45,63,62,24,0.2073170731707317,0.18292682926829268,0.25609756097560976,0.25203252032520324,0.0975609756097561,246,40,45,56,59,46,0.16260162601626016,0.18292682926829268,0.22764227642276422,0.23983739837398374,0.18699186991869918
29,HILLSBOROUGH,2451,NA,40,38,30,108,3,36,98,C,C,NA,C,C,C,C,C,A,B,A,B,B,A,A,A,A,A,A,A,B,C,C,B,N,NA,NO,YES,N,01,80.2,100,Elementary,NA,NA,NA,NA,LEWIS ELEMENTARY SCHOOL,283,111,61,57,35,19,0.392226148409894,0.21554770318021202,0.20141342756183744,0.12367491166077739,0.06713780918727916,280,109,65,53,33,19,0.3892857142857143,0.23214285714285715,0.18928571428571428,0.11785714285714285,0.06785714285714285
29,HILLSBOROUGH,2461,NA,73,62,68,203,3,68,100,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,C,C,C,N,NA,NO,NO,N,01,36,23.3,Elementary,NA,NA,NA,NA,LITHIA SPRINGS ELEM. SCHOOL,334,38,54,90,95,58,0.11377245508982035,0.16167664670658682,0.2694610778443114,0.2844311377245509,0.17365269461077845,334,55,61,90,74,55,0.16467065868263472,0.18263473053892215,0.2694610778443114,0.2215568862275449,0.16467065868263472
29,HILLSBOROUGH,2521,NA,37,30,35,102,3,34,100,C,C,NA,C,C,C,B,A,B,B,A,C,B,A,A,A,A,A,A,N,B,D,D,D,N,NA,NO,YES,N,01,97.5,100,Elementary,NA,NA,NA,NA,LOMAX MAGNET ELEMENTARY SCHOOL,141,53,36,25,18,9,0.375886524822695,0.2553191489361702,0.1773049645390071,0.1276595744680851,0.06382978723404255,141,56,38,25,16,6,0.3971631205673759,0.2695035460992908,0.1773049645390071,0.11347517730496454,0.0425531914893617
29,HILLSBOROUGH,2531,NA,49,49,47,145,3,48,99,C,C,C,C,C,C,C,C,C,C,C,C,B,B,A,B,A,B,B,B,B,C,A,B,N,NA,NO,YES,N,01,64.9,100,Elementary,NA,NA,NA,NA,LOPEZ ELEMENTARY SCHOOL,250,83,53,61,38,14,0.332,0.212,0.244,0.152,0.056,245,79,50,53,47,13,0.3224489795918367,0.20408163265306123,0.2163265306122449,0.19183673469387755,0.053061224489795916
29,HILLSBOROUGH,2551,NA,64,66,66,196,3,65,100,A,A,B,B,C,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,N,NA,NO,NO,N,01,57.1,43.1,Elementary,NA,NA,NA,NA,LOWRY ELEMENTARY SCHOOL,352,65,71,81,89,48,0.1846590909090909,0.20170454545454544,0.23011363636363635,0.2528409090909091,0.13636363636363635,351,76,52,85,68,69,0.21652421652421652,0.14814814814814814,0.24216524216524216,0.19373219373219372,0.19658119658119658
29,HILLSBOROUGH,2601,NA,80,89,83,252,3,84,100,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,N,NA,NO,NO,N,01,21.1,7.000000000000002,Elementary,NA,NA,NA,NA,MABRY ELEMENTARY SCHOOL,433,24,54,113,129,111,0.05542725173210162,0.12471131639722864,0.26096997690531176,0.2979214780600462,0.25635103926096997,432,13,24,73,141,177,0.03009259259259259,0.05555555555555555,0.16898148148148148,0.3263888888888889,0.4097222222222222
29,HILLSBOROUGH,2721,NA,27,28,22,77,3,26,98,D,C,C,D,C,D,D,D,C,D,C,C,B,B,B,B,B,C,B,B,C,C,A,C,N,NA,NO,YES,N,01,83,100,Elementary,NA,NA,NA,NA,MANGO ELEMENTARY SCHOOL,342,157,87,65,21,11,0.4590643274853801,0.2543859649122807,0.19005847953216373,0.06140350877192982,0.03216374269005848,339,175,67,55,33,9,0.5162241887905604,0.1976401179941003,0.16224188790560473,0.09734513274336283,0.02654867256637168
29,HILLSBOROUGH,2871,NA,32,38,34,104,3,35,98,C,B,NA,D,D,D,D,C,C,D,C,B,A,C,C,C,B,D,A,B,C,C,C,C,N,NA,NO,YES,N,01,56.9,100,Elementary,NA,NA,NA,NA,MCDONALD ELEMENTARY SCHOOL,259,104,68,58,22,6,0.4015444015444015,0.2625482625482625,0.22393822393822393,0.08494208494208494,0.023166023166023165,256,104,47,58,36,11,0.40625,0.18359375,0.2265625,0.140625,0.04296875
29,HILLSBOROUGH,2961,NA,45,51,42,138,3,46,100,C,B,NA,B,C,C,C,C,C,B,B,A,A,B,B,B,B,B,A,B,C,A,C,C,N,NA,NO,YES,N,01,90.2,100,Elementary,NA,NA,NA,NA,MENDENHALL ELEMENTARY SCHOOL,252,110,49,58,27,9,0.4365079365079365,0.19444444444444445,0.23015873015873015,0.10714285714285714,0.03571428571428571,252,94,46,63,38,11,0.373015873015873,0.18253968253968253,0.25,0.15079365079365079,0.04365079365079365
29,HILLSBOROUGH,3041,NA,24,37,20,81,3,27,99,D,C,NA,D,D,C,F,F,D,C,C,D,F,C,C,C,C,C,C,B,C,C,A,D,N,NA,NO,YES,N,01,91.6,100,Elementary,NA,NA,NA,NA,MILES ELEMENTARY SCHOOL,354,170,101,54,21,7,0.480225988700565,0.2853107344632768,0.15254237288135594,0.059322033898305086,0.01977401129943503,353,155,67,62,48,17,0.43909348441926344,0.18980169971671387,0.17563739376770537,0.1359773371104816,0.04815864022662889
29,HILLSBOROUGH,3061,NA,33,43,31,107,3,36,100,C,C,NA,B,B,B,B,C,A,B,A,A,B,A,B,A,C,B,B,B,A,C,A,C,N,NA,NO,YES,N,01,81.7,100,Elementary,NA,NA,NA,NA,MINTZ ELEMENTARY SCHOOL,381,145,109,68,44,14,0.3805774278215223,0.28608923884514437,0.1784776902887139,0.11548556430446194,0.03674540682414698,381,140,78,89,50,25,0.3674540682414698,0.2047244094488189,0.2335958005249344,0.13123359580052493,0.06561679790026247
29,HILLSBOROUGH,3081,NA,77,81,74,232,3,77,100,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,N,NA,NO,NO,N,01,39.1,26.2,Elementary,NA,NA,NA,NA,MITCHELL ELEMENTARY SCHOOL,362,42,42,84,100,91,0.11602209944751381,0.11602209944751381,0.23204419889502761,0.27624309392265195,0.2513812154696133,362,44,23,64,95,137,0.12154696132596685,0.06353591160220995,0.17679558011049723,0.26243093922651933,0.3784530386740331
29,HILLSBOROUGH,3082,NA,81,86,77,244,3,81,100,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,N,NA,NA,NA,N,NA,NO,NO,N,01,44.3,12.9,Elementary,NA,NA,NA,NA,MCKITRICK ELEMENTARY SCHOOL,569,34,63,160,182,130,0.05975395430579965,0.11072056239015818,0.281195079086116,0.31985940246045697,0.22847100175746923,569,23,52,98,184,213,0.040421792618629174,0.0913884007029877,0.17223198594024605,0.3233743409490334,0.37434094903339193
29,HILLSBOROUGH,3101,NA,38,47,43,128,3,43,100,C,C,NA,C,C,C,C,B,B,C,B,B,C,B,B,B,B,A,B,A,C,B,A,C,N,NA,NO,YES,N,01,87.9,100,Elementary,NA,NA,NA,NA,MORGAN WOODS ELEMENTARY SCHOOL,253,116,61,36,28,11,0.45849802371541504,0.24110671936758893,0.1422924901185771,0.11067193675889328,0.043478260869565216,253,103,44,58,34,13,0.40711462450592883,0.17391304347826086,0.22924901185770752,0.13438735177865613,0.05138339920948617
29,HILLSBOROUGH,3121,NA,29,47,36,112,3,37,99,C,C,C,D,C,D,D,D,F,D,D,C,C,C,C,D,C,C,C,C,D,D,D,D,N,NA,NO,YES,N,01,93.8,100,Elementary,NA,NA,NA,NA,MORT ELEMENTARY SCHOOL,384,186,87,62,41,9,0.484375,0.2265625,0.16145833333333334,0.10677083333333333,0.0234375,382,154,52,84,59,34,0.4031413612565445,0.13612565445026178,0.2198952879581152,0.1544502617801047,0.08900523560209424
29,HILLSBOROUGH,3141,NA,50,58,39,147,3,49,100,C,C,NA,B,C,C,C,B,A,C,B,A,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,N,NA,NO,NO,N,01,60.5,96.39999999999998,Elementary,NA,NA,NA,NA,NELSON ELEMENTARY SCHOOL,371,89,82,97,72,31,0.2398921832884097,0.2210242587601078,0.261455525606469,0.1940700808625337,0.08355795148247978,371,84,64,105,77,41,0.22641509433962265,0.1725067385444744,0.2830188679245283,0.20754716981132076,0.1105121293800539
29,HILLSBOROUGH,3151,NA,78,80,76,234,3,78,100,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,N,NA,NO,NO,N,01,54.9,44.4,Elementary,NA,NA,NA,NA,NORTHWEST ELEMENTARY SCHOOL,333,29,46,89,105,64,0.08708708708708708,0.13813813813813813,0.2672672672672673,0.3153153153153153,0.1921921921921922,335,25,45,76,93,96,0.07462686567164178,0.13432835820895522,0.22686567164179106,0.27761194029850744,0.2865671641791045
29,HILLSBOROUGH,3161,NA,41,54,38,133,3,44,100,C,B,NA,C,B,C,C,C,C,B,NA,A,A,A,B,A,B,C,A,C,N,NA,NA,NA,N,NA,NO,YES,N,01,79.6,100,Elementary,NA,NA,NA,NA,OAK GROVE ELEMENTARY SCHL,364,154,79,80,40,11,0.4230769230769231,0.21703296703296704,0.21978021978021978,0.10989010989010989,0.03021978021978022,363,128,67,77,63,28,0.3526170798898072,0.18457300275482094,0.21212121212121213,0.17355371900826447,0.07713498622589532
29,HILLSBOROUGH,3181,NA,47,58,53,158,3,53,100,B,C,NA,A,C,A,B,A,B,C,B,B,B,A,A,A,A,A,A,NA,NA,NA,NA,NA,N,NA,NO,YES,N,01,90.7,100,Elementary,NA,NA,NA,NA,MULLER ELEMENTARY MAGNET SCHOOL,203,58,45,52,31,17,0.2857142857142857,0.22167487684729065,0.2561576354679803,0.15270935960591134,0.08374384236453201,203,49,32,61,37,24,0.2413793103448276,0.15763546798029557,0.30049261083743845,0.18226600985221675,0.11822660098522167
29,HILLSBOROUGH,3201,NA,30,50,15,95,3,32,97,D,B,C,F,F,D,D,F,D,D,C,D,C,C,D,D,D,D,C,D,F,D,D,D,N,NA,NO,YES,N,01,94.6,100,Elementary,NA,NA,NA,NA,OAK PARK ELEMENTARY SCHOOL,171,66,57,27,19,2,0.38596491228070173,0.3333333333333333,0.15789473684210525,0.1111111111111111,0.011695906432748537,175,62,29,38,38,7,0.35428571428571426,0.1657142857142857,0.21714285714285714,0.21714285714285714,0.04
29,HILLSBOROUGH,3281,NA,26,34,24,84,3,28,100,D,B,NA,C,D,D,D,F,C,D,C,C,C,B,C,C,A,D,C,B,C,A,D,D,N,NA,NO,YES,N,01,84.6,100,Elementary,NA,NA,NA,NA,PALM RIVER ELEMENTARY SCHOOL,152,78,33,23,17,1,0.5131578947368421,0.21710526315789475,0.1513157894736842,0.1118421052631579,0.006578947368421052,154,74,32,33,12,3,0.4805194805194805,0.2077922077922078,0.21428571428571427,0.07792207792207792,0.01948051948051948
29,HILLSBOROUGH,3362,NA,31,35,35,101,3,34,100,C,C,NA,C,C,C,C,C,A,B,A,B,A,A,C,A,A,A,A,A,B,C,A,C,N,NA,NO,YES,N,01,36.9,100,Elementary,NA,NA,NA,NA,PINECREST ELEMENTARY SCHOOL,279,118,66,61,32,5,0.4229390681003584,0.23655913978494625,0.21863799283154123,0.11469534050179211,0.017921146953405017,279,110,64,71,26,6,0.3942652329749104,0.22939068100358423,0.25448028673835127,0.0931899641577061,0.021505376344086023
29,HILLSBOROUGH,3441,NA,75,78,73,226,3,75,100,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,N,NA,NA,N,NA,NO,NO,N,01,79.3,28.3,Elementary,NA,NA,NA,NA,PRIDE ELEMENTARY SCHOOL,509,62,73,114,135,123,0.12180746561886051,0.14341846758349705,0.22396856581532418,0.26522593320235754,0.24165029469548133,509,61,65,91,112,182,0.11984282907662082,0.12770137524557956,0.1787819253438114,0.2200392927308448,0.3575638506876228
29,HILLSBOROUGH,3521,NA,16,21,11,48,3,16,99,F,C,C,D,C,F,F,F,F,F,D,D,D,C,C,F,C,F,NA,NA,NA,NA,NA,NA,N,NA,NO,YES,N,01,96.6,100,Elementary,NA,NA,NA,NA,POTTER ELEMENTARY SCHOOL,226,142,45,28,11,2,0.6283185840707964,0.19911504424778761,0.12389380530973451,0.048672566371681415,0.008849557522123894,225,112,56,41,14,4,0.49777777777777776,0.24888888888888888,0.18222222222222223,0.06222222222222222,0.017777777777777778
29,HILLSBOROUGH,3622,NA,67,64,62,193,3,64,100,A,A,C,C,C,C,C,C,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NO,NO,N,01,76.4,90.3,Elementary,NA,NA,NA,NA,RIVERHILLS ELEMENTARY MAGNET SCHOOL,239,36,37,59,64,45,0.1506276150627615,0.15481171548117154,0.24686192468619247,0.26778242677824265,0.18828451882845187,239,50,29,49,63,49,0.20920502092050208,0.12133891213389121,0.20502092050209206,0.26359832635983266,0.20502092050209206
29,HILLSBOROUGH,3641,NA,42,54,47,143,3,48,100,C,C,NA,C,B,C,C,C,C,C,B,A,B,A,A,A,C,B,A,A,B,C,C,C,N,NA,NO,YES,N,01,66.3,100,Elementary,NA,NA,NA,NA,RIVERVIEW ELEMENTARY SCHOOL,226,74,51,55,34,12,0.3274336283185841,0.22566371681415928,0.24336283185840707,0.1504424778761062,0.05309734513274336,225,59,36,65,45,20,0.26222222222222225,0.16,0.28888888888888886,0.2,0.08888888888888889
29,HILLSBOROUGH,3681,NA,36,52,31,119,3,40,99,C,C,C,C,C,C,C,C,A,C,C,B,B,A,C,A,B,A,A,B,B,C,A,C,N,NA,NO,YES,N,01,71,100,Elementary,NA,NA,NA,NA,ROBINSON ELEMENTARY SCHOOL,269,98,68,71,23,9,0.36431226765799257,0.2527881040892193,0.26394052044609667,0.08550185873605948,0.03345724907063197,265,70,52,69,60,14,0.2641509433962264,0.19622641509433963,0.26037735849056604,0.22641509433962265,0.052830188679245285
29,HILLSBOROUGH,3761,NA,23,23,43,89,3,30,100,D,C,NA,D,D,D,D,D,D,C,D,C,C,C,D,C,C,C,B,D,F,D,D,D,N,NA,NO,YES,N,01,95.2,100,Elementary,NA,NA,NA,NA,ROBLES ELEMENTARY SCHOOL,280,138,78,41,18,4,0.4928571428571429,0.2785714285714286,0.14642857142857144,0.06428571428571428,0.014285714285714285,280,149,64,44,20,3,0.5321428571428571,0.22857142857142856,0.15714285714285714,0.07142857142857142,0.010714285714285714
29,HILLSBOROUGH,3801,NA,83,91,83,257,3,86,100,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,N,NA,NO,NO,N,01,26.9,10.8,Elementary,NA,NA,NA,NA,ROOSEVELT ELEMENTARY SCHOOL,370,12,47,96,115,100,0.032432432432432434,0.12702702702702703,0.2594594594594595,0.3108108108108108,0.2702702702702703,370,9,23,58,117,164,0.024324324324324326,0.062162162162162166,0.15675675675675677,0.3162162162162162,0.44324324324324327
29,HILLSBOROUGH,3841,NA,20,24,22,66,3,22,100,D,D,NA,C,C,D,C,F,C,D,D,C,C,A,A,C,B,B,B,C,B,A,A,D,N,NA,NO,YES,N,01,86.3,100,Elementary,NA,NA,NA,NA,RUSKIN ELEMENTARY SCHOOL,356,193,88,49,23,5,0.5421348314606742,0.24719101123595505,0.13764044943820225,0.06460674157303371,0.014044943820224719,356,181,74,67,30,8,0.5084269662921348,0.20786516853932585,0.18820224719101122,0.08426966292134831,0.02247191011235955
29,HILLSBOROUGH,3851,NA,38,47,46,131,3,44,100,C,C,NA,C,C,C,C,C,C,C,C,B,A,A,A,A,B,A,A,NA,NA,NA,NA,NA,N,NA,NO,YES,N,01,86.1,100,Elementary,NA,NA,NA,NA,SCHMIDT ELEMENTARY SCHOOL,253,84,70,56,28,16,0.33201581027667987,0.2766798418972332,0.22134387351778656,0.11067193675889328,0.06324110671936758,253,78,55,59,49,14,0.308300395256917,0.21739130434782608,0.233201581027668,0.19367588932806323,0.05533596837944664
29,HILLSBOROUGH,3861,NA,69,78,78,225,3,75,100,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,B,N,NA,NO,NO,N,01,56.9,42.5,Elementary,NA,NA,NA,NA,SCHWARZKOPF ELEMENTARY SCHOOL,300,38,54,80,76,50,0.12666666666666668,0.18,0.26666666666666666,0.25333333333333335,0.16666666666666666,300,31,35,58,86,87,0.10333333333333333,0.11666666666666667,0.19333333333333333,0.2866666666666667,0.29
29,HILLSBOROUGH,3881,NA,40,44,63,147,3,49,100,C,C,NA,C,C,C,D,B,A,B,A,A,A,A,A,A,A,B,B,A,A,A,A,C,N,NA,NO,YES,N,01,68,100,Elementary,NA,NA,NA,NA,SEFFNER ELEMENTARY SCHOOL,174,61,37,38,26,12,0.3505747126436782,0.21264367816091953,0.21839080459770116,0.14942528735632185,0.06896551724137931,174,60,35,41,26,12,0.3448275862068966,0.20114942528735633,0.23563218390804597,0.14942528735632185,0.06896551724137931
29,HILLSBOROUGH,3921,NA,53,43,52,148,3,49,100,C,B,C,C,C,C,C,C,A,D,C,C,A,A,B,A,C,C,A,C,C,B,C,D,N,NA,NO,YES,N,01,67.6,100,Elementary,NA,NA,NA,NA,SEMINOLE ELEMENTARY SCHOOL,142,27,40,32,27,16,0.19014084507042253,0.28169014084507044,0.22535211267605634,0.19014084507042253,0.11267605633802817,142,46,32,23,22,19,0.323943661971831,0.22535211267605634,0.1619718309859155,0.15492957746478872,0.13380281690140844
29,HILLSBOROUGH,3922,NA,51,53,40,144,3,48,99,C,B,NA,C,B,C,B,B,A,A,A,A,A,A,A,B,A,A,B,NA,NA,NA,NA,NA,N,NA,NO,NO,N,01,70.5,86.9,Elementary,NA,NA,NA,NA,SESSUMS ELEMENTARY SCHOOL,456,122,97,121,79,37,0.2675438596491228,0.21271929824561403,0.26535087719298245,0.17324561403508773,0.08114035087719298,452,122,83,119,78,51,0.26991150442477874,0.1836283185840708,0.26327433628318586,0.17256637168141592,0.11283185840707964
29,HILLSBOROUGH,3951,NA,22,30,7,59,3,20,100,F,D,NA,D,F,C,F,F,D,C,B,A,C,C,C,C,C,D,C,D,F,D,D,D,N,NA,NO,YES,N,01,96.7,100,Elementary,NA,NA,NA,NA,SHAW ELEMENTARY SCHOOL,275,162,59,40,14,2,0.5890909090909091,0.21454545454545454,0.14545454545454545,0.05090909090909091,0.007272727272727273,275,160,37,39,30,7,0.5818181818181818,0.13454545454545455,0.14181818181818182,0.10909090909090909,0.025454545454545455
29,HILLSBOROUGH,3961,NA,44,43,32,119,3,40,100,C,C,NA,C,C,C,C,C,C,B,C,B,A,A,A,B,B,A,A,A,A,C,A,B,N,NA,NO,YES,N,01,88.5,100,Elementary,NA,NA,NA,NA,SHORE ELEMENTARY MAGNET SCHOOL,185,49,49,49,18,20,0.2648648648648649,0.2648648648648649,0.2648648648648649,0.0972972972972973,0.10810810810810811,185,64,36,49,31,5,0.34594594594594597,0.1945945945945946,0.2648648648648649,0.16756756756756758,0.02702702702702703
29,HILLSBOROUGH,4161,NA,41,59,43,143,3,48,99,C,C,NA,B,C,C,C,C,B,B,A,B,B,A,B,A,A,B,A,A,B,C,A,B,N,NA,NO,YES,N,01,68.7,100,Elementary,NA,NA,NA,NA,SPRINGHEAD ELEMENTARY SCHOOL,354,103,95,98,44,15,0.2909604519774011,0.268361581920904,0.2768361581920904,0.12429378531073447,0.0423728813559322,354,77,62,102,75,38,0.2175141242937853,0.1751412429378531,0.288135593220339,0.211864406779661,0.10734463276836158
29,HILLSBOROUGH,4211,NA,45,49,61,155,3,52,98,B,B,NA,C,C,C,C,C,B,D,C,B,B,A,A,A,B,B,A,C,B,A,A,B,N,NA,NO,YES,N,01,69,100,Elementary,NA,NA,NA,NA,SUMMERFIELD ELEMENTARY SCHOOL,350,101,99,72,61,18,0.2885714285714286,0.28285714285714286,0.2057142857142857,0.1742857142857143,0.05142857142857143,346,109,58,95,55,29,0.31502890173410403,0.1676300578034682,0.2745664739884393,0.15895953757225434,0.0838150289017341
29,HILLSBOROUGH,4212,NA,55,54,46,155,3,52,100,B,B,NA,C,C,B,C,B,A,B,A,A,A,A,B,A,A,A,A,A,N,NA,NA,NA,N,NA,NO,NO,N,01,62.2,89.9,Elementary,NA,NA,NA,NA,SYMMES ELEMENTARY SCHOOL,192,39,43,53,44,15,0.203125,0.22395833333333334,0.2760416666666667,0.22916666666666666,0.078125,192,50,41,39,41,22,0.2604166666666667,0.21354166666666666,0.203125,0.21354166666666666,0.11458333333333333
29,HILLSBOROUGH,4241,NA,39,51,39,129,3,43,99,C,C,C,C,D,C,C,C,B,C,B,B,C,B,C,C,B,C,A,A,C,C,A,C,N,NA,NO,YES,N,01,93.5,100,Elementary,NA,NA,NA,NA,TAMPA BAY BOULEVARD ELEM. SCHL,218,84,62,42,25,6,0.3853211009174312,0.28440366972477066,0.1926605504587156,0.11467889908256881,0.027522935779816515,218,69,44,58,33,15,0.3165137614678899,0.2018348623853211,0.26605504587155965,0.15137614678899083,0.06880733944954129
29,HILLSBOROUGH,4261,NA,67,66,65,198,3,66,100,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,N,NA,NO,NO,N,01,74.7,48.8,Elementary,NA,NA,NA,NA,TAMPA PALMS ELEMENTARY SCHOOL,354,62,57,80,94,59,0.1751412429378531,0.16101694915254236,0.22598870056497175,0.2655367231638418,0.16666666666666666,354,69,51,76,83,77,0.19491525423728814,0.1440677966101695,0.21468926553672316,0.2344632768361582,0.2175141242937853
29,HILLSBOROUGH,4281,NA,27,46,36,109,3,36,100,C,C,NA,D,D,C,C,D,D,D,C,C,A,A,A,B,C,C,B,A,A,C,B,C,N,NA,NO,YES,N,01,86.4,100,Elementary,NA,NA,NA,NA,TEMPLE TERRACE ELEM. SCHOOL,213,102,55,33,19,5,0.4788732394366197,0.25821596244131456,0.15492957746478872,0.0892018779342723,0.023474178403755867,213,84,41,46,39,5,0.39436619718309857,0.19248826291079812,0.215962441314554,0.18309859154929578,0.023474178403755867
29,HILLSBOROUGH,4361,NA,36,56,57,149,3,50,100,B,A,C,D,D,D,C,D,C,D,D,C,B,B,C,B,B,B,B,B,C,A,C,C,N,NA,NO,YES,N,01,65.6,100,Elementary,NA,NA,NA,NA,THONOTOSASSA ELEMENTARY SCHOOL,182,80,37,35,26,6,0.43956043956043955,0.2032967032967033,0.19230769230769232,0.14285714285714285,0.03296703296703297,182,47,41,43,34,17,0.25824175824175827,0.22527472527472528,0.23626373626373626,0.18681318681318682,0.09340659340659341
29,HILLSBOROUGH,4441,NA,44,46,46,136,3,45,100,C,B,NA,B,C,B,D,D,C,C,B,A,A,A,A,A,C,B,B,A,B,C,C,C,N,NA,NO,YES,N,01,94.2,100,Elementary,NA,NA,NA,NA,TOWN & COUNTRY ELEMENTARY SCHL,167,78,29,33,22,5,0.46706586826347307,0.17365269461077845,0.19760479041916168,0.1317365269461078,0.029940119760479042,167,69,31,31,19,17,0.41317365269461076,0.18562874251497005,0.18562874251497005,0.11377245508982035,0.10179640718562874
29,HILLSBOROUGH,4481,NA,38,54,39,131,3,44,100,C,C,C,C,C,B,C,C,C,C,C,C,C,A,C,C,A,C,B,C,B,B,A,D,N,NA,NO,YES,N,01,81.8,100,Elementary,NA,NA,NA,NA,TRAPNELL ELEMENTARY SCHOOL,255,78,76,61,32,9,0.3058823529411765,0.2980392156862745,0.23921568627450981,0.12549019607843137,0.03529411764705882,254,62,51,65,53,22,0.2440944881889764,0.20078740157480315,0.2559055118110236,0.20866141732283464,0.08661417322834646
29,HILLSBOROUGH,4561,NA,30,31,26,87,3,29,99,D,C,NA,C,C,C,D,C,C,C,B,B,B,B,C,A,B,A,B,C,C,C,A,D,N,NA,NO,YES,N,01,94.8,100,Elementary,NA,NA,NA,NA,TWIN LAKES ELEMENTARY SCHOOL,241,139,42,40,16,3,0.5767634854771784,0.17427385892116182,0.16597510373443983,0.06639004149377593,0.012448132780082987,242,130,52,39,18,3,0.5371900826446281,0.21487603305785125,0.16115702479338842,0.0743801652892562,0.012396694214876033
29,HILLSBOROUGH,4581,NA,65,65,59,189,3,63,100,A,A,NA,A,A,B,B,B,A,B,B,A,A,A,A,A,C,B,B,B,B,C,A,C,N,NA,NO,NO,N,01,54.6,84.3,Elementary,NA,NA,NA,NA,VALRICO ELEMENTARY SCHOOL,370,55,69,100,92,56,0.14864864864864866,0.1864864864864865,0.2702702702702703,0.24864864864864866,0.15135135135135136,370,55,71,70,90,84,0.14864864864864866,0.1918918918918919,0.1891891891891892,0.24324324324324326,0.22702702702702704
29,HILLSBOROUGH,4591,NA,56,67,59,182,3,61,100,B,B,B,B,B,C,C,B,A,B,A,A,A,A,A,A,A,A,A,A,A,C,A,A,N,NA,NO,NO,N,01,42,83.89999999999998,Elementary,NA,NA,NA,NA,WALDEN LAKE ELEMENTARY SCHOOL,402,73,95,102,90,41,0.18159203980099503,0.236318407960199,0.2537313432835821,0.22388059701492538,0.10199004975124377,401,79,50,106,105,58,0.1970074812967581,0.12468827930174564,0.26433915211970077,0.26184538653366585,0.14463840399002495
