district_number,district_name,school_number,school_name,grade,number_of_students,mean_scale_score,percentage_in_level_3_or_above,x1,x2,x3,x4,x5
58,SARASOTA,0111,BROOKSIDE MIDDLE SCHOOL,06,225,318,42,31,27,26,15,1
58,SARASOTA,0113,SARASOTA ACADEMY OF THE ARTS,06,30,337,70,3,27,27,30,13
58,SARASOTA,0117,SKY ACADEMY ENGLEWOOD,06,105,328,59,10,31,35,20,4
58,SARASOTA,0141,MCINTOSH MIDDLE SCHOOL,06,221,322,51,28,21,26,22,3
58,SARASOTA,0293,OAK PARK SCHOOL,06,9,NA,NA,NA,NA,NA,NA,NA
58,SARASOTA,0294,TRIAD,06,9,NA,NA,NA,NA,NA,NA,NA
58,SARASOTA,0451,VENICE MIDDLE SCHOOL,06,225,326,55,13,32,30,20,5
58,SARASOTA,1211,LAUREL NOKOMIS SCHOOL,06,171,338,80,8,13,29,33,18
58,SARASOTA,1261,HERON CREEK MIDDLE SCHOOL,06,264,327,56,20,24,19,30,8
58,SARASOTA,1291,WOODLAND MIDDLE SCHOOL,06,303,325,51,22,26,19,24,8
58,SARASOTA,7001,SARASOTA VIRTUAL INSTRUCTION PROGRAM,06,7,NA,NA,NA,NA,NA,NA,NA
59,SEMINOLE,0021,HAMILTON ELEMENTARY SCHOOL,06,21,358,100,0,0,0,33,67
59,SEMINOLE,0031,BEAR LAKE ELEMENTARY SCHOOL,06,45,357,100,0,0,4,40,56
59,SEMINOLE,0041,ENGLISH ESTATES ELEM. SCHOOL,06,24,344,88,0,13,25,46,17
59,SEMINOLE,0051,GENEVA ELEMENTARY SCHOOL,06,25,355,96,0,4,12,32,52
59,SEMINOLE,0081,LAKE MARY ELEMENTARY SCHOOL,06,29,355,97,0,3,3,55,38
59,SEMINOLE,0091,LONGWOOD ELEMENTARY SCHOOL,06,24,357,100,0,0,4,46,50
59,SEMINOLE,0101,MILWEE MIDDLE SCHOOL,06,371,317,40,39,21,15,15,9
59,SEMINOLE,0111,EVANS ELEMENTARY SCHOOL,06,46,368,100,0,0,0,7,93
59,SEMINOLE,0121,LAYER ELEMENTARY SCHOOL,06,24,363,100,0,0,0,25,75
59,SEMINOLE,0131,LAWTON ELEMENTARY SCHOOL,06,60,352,97,0,3,12,48,37
59,SEMINOLE,0141,PINE CREST ELEMENTARY SCHOOL,06,14,353,100,0,0,7,57,36
59,SEMINOLE,0151,SANFORD MIDDLE SCHOOL,06,328,329,62,20,18,24,24,13
59,SEMINOLE,0171,WALKER ELEMENTARY SCHOOL,06,60,360,98,0,2,3,28,67
59,SEMINOLE,0182,MILLENNIUM MIDDLE SCHOOL,06,416,323,52,24,24,25,22,5
59,SEMINOLE,0201,SOUTH SEMINOLE MIDDLE SCHOOL,06,256,318,39,30,31,24,13,3
59,SEMINOLE,0202,CASSELBERRY ELEMENTARY SCHOOL,06,101,339,81,2,17,27,41,14
59,SEMINOLE,0231,WILSON ELEMENTARY SCHOOL,06,76,356,97,0,3,9,26,62
59,SEMINOLE,0271,GOLDSBORO ELEMENTARY MAGNET,06,47,363,100,0,0,4,32,64
59,SEMINOLE,0281,HOPPER CENTER,06,3,NA,NA,NA,NA,NA,NA,NA
59,SEMINOLE,0291,JACKSON HEIGHTS MIDDLE SCHOOL,06,388,336,75,12,13,23,34,18
59,SEMINOLE,0301,MIDWAY ELEMENTARY SCHOOL,06,20,349,100,0,0,15,65,20
59,SEMINOLE,0311,ENDEAVOR SCHOOL,06,1,NA,NA,NA,NA,NA,NA,NA
59,SEMINOLE,0331,HIGHLANDS ELEMENTARY SCHOOL,06,23,352,100,0,0,0,70,30
59,SEMINOLE,0361,RAINBOW ELEMENTARY SCHOOL,06,68,355,100,0,0,10,50,40
59,SEMINOLE,0391,WINTER SPRINGS ELEMENTARY SCHL,06,14,356,100,0,0,0,50,50
59,SEMINOLE,0401,SPRING LAKE ELEMENTARY SCHOOL,06,22,356,100,0,0,5,45,50
59,SEMINOLE,0441,CARILLON ELEMENTARY SCHOOL,06,41,364,100,0,0,2,29,68
59,SEMINOLE,0501,TEAGUE MIDDLE SCHOOL,06,378,320,47,33,20,22,19,6
59,SEMINOLE,0502,FOREST CITY ELEMENTARY SCHOOL,06,21,357,100,0,0,0,38,62
59,SEMINOLE,0511,RED BUG ELEMENTARY SCHOOL,06,49,355,100,0,0,8,49,43
59,SEMINOLE,0521,IDYLLWILDE ELEMENTARY SCHOOL,06,22,360,100,0,0,0,32,68
59,SEMINOLE,0531,EASTBROOK ELEMENTARY SCHOOL,06,33,351,100,0,0,15,48,36
59,SEMINOLE,0541,TUSKAWILLA MIDDLE SCHOOL,06,285,323,52,26,22,24,22,6
59,SEMINOLE,0561,ALTAMONTE ELEMENTARY SCHOOL,06,23,358,100,0,0,0,30,70
59,SEMINOLE,0571,JOURNEYS ACADEMY,06,24,296,8,79,13,8,0,0
59,SEMINOLE,0581,SABAL POINT ELEMENTARY SCHOOL,06,48,365,100,0,0,2,8,90
59,SEMINOLE,0591,WOODLANDS ELEMENTARY SCHOOL,06,69,355,100,0,0,12,39,49
59,SEMINOLE,0601,LAKE ORIENTA ELEMENTARY SCHOOL,06,23,354,100,0,0,9,48,43
59,SEMINOLE,0611,STERLING PARK ELEMENTARY SCHL,06,38,346,89,0,11,16,50,24
59,SEMINOLE,0621,ROCK LAKE MIDDLE SCHOOL,06,292,335,71,13,16,21,30,20
59,SEMINOLE,0651,WEKIVA ELEMENTARY SCHOOL,06,40,359,100,0,0,3,28,70
59,SEMINOLE,0661,KEETH ELEMENTARY SCHOOL,06,45,353,100,0,0,13,44,42
59,SEMINOLE,0671,GREENWOOD LAKES MIDDLE SCHOOL,06,246,320,42,28,29,22,18,3
59,SEMINOLE,0681,STENSTROM ELEMENTARY SCHOOL,06,23,362,100,0,0,0,35,65
59,SEMINOLE,0691,HEATHROW ELEMENTARY SCHOOL,06,48,367,100,0,0,2,6,92
59,SEMINOLE,0701,PARTIN ELEMENTARY SCHOOL,06,68,358,99,0,1,3,38,57
59,SEMINOLE,0711,INDIAN TRAILS MIDDLE SCHOOL,06,303,324,52,23,25,28,20,4
59,SEMINOLE,0721,CHILES MIDDLE SCHOOL,06,297,327,58,18,24,27,23,8
59,SEMINOLE,0731,MARKHAM WOODS MIDDLE SCHOOL,06,247,325,55,26,19,20,23,12
59,SEMINOLE,0801,BENTLEY ELEMENTARY SCHOOL,06,24,355,100,0,0,0,58,42
59,SEMINOLE,0811,WICKLOW ELEMENTARY SCHOOL,06,22,335,82,5,14,41,27,14
59,SEMINOLE,0821,CRYSTAL LAKE ELEMENTARY SCHOOL,06,24,350,92,4,4,8,50,33
59,SEMINOLE,7004,SEMINOLE COUNTY VIRTUAL FRANCHISE (SCVS),06,25,333,60,8,32,16,36,8
59,SEMINOLE,9207,HOSPITAL HOMEBOUND PROGRAM,06,1,NA,NA,NA,NA,NA,NA,NA
59,SEMINOLE,9233,GALILEO SCHOOL FOR GIFTED LEARNING,06,58,327,66,14,21,41,21,3
59,SEMINOLE,9236,SEMINOLE SCIENCE CHARTER SCHOOL,06,92,348,85,3,12,15,32,38
59,SEMINOLE,9255,GALILEO SCHOOL FOR GIFTED LEARNING SKYWAY,06,75,328,57,19,24,21,32,4
60,SUMTER,0042,SOUTH SUMTER MIDDLE SCHOOL,06,286,328,57,17,26,29,21,8
60,SUMTER,0161,WILDWOOD MIDDLE/HIGH SCHOOL,06,124,317,41,31,27,28,10,3
60,SUMTER,2001,VILLAGES CHARTER SCHOOL,06,271,347,95,0,5,24,41,31
60,SUMTER,3001,SUMTER PREP ACADEMY,06,11,308,36,36,27,27,9,0
60,SUMTER,7001,SUMTER COUNTY VIRTUAL INSTRUCTION PROGRAM,06,2,NA,NA,NA,NA,NA,NA,NA
61,SUWANNEE,0010,COMMUNITY BASE SERVICE STUDENTS,06,3,NA,NA,NA,NA,NA,NA,NA
61,SUWANNEE,0051,SUWANNEE MIDDLE SCHOOL,06,331,325,53,20,27,27,18,7
61,SUWANNEE,0063,SUWANNEE OPPORTUNITY SCHOOL,06,7,NA,NA,NA,NA,NA,NA,NA
61,SUWANNEE,0091,BRANFORD HIGH SCHOOL,06,90,334,74,8,18,33,28,13
61,SUWANNEE,7023,SUWANNEE VIRTUAL SCHOOL,06,5,NA,NA,NA,NA,NA,NA,NA
62,TAYLOR,0031,TAYLOR COUNTY MIDDLE SCHOOL,06,203,320,36,34,30,18,13,5
63,UNION,0022,LAKE BUTLER MIDDLE SCHOOL,06,167,330,63,12,25,20,40,4
64,VOLUSIA,0745,CAMPBELL MIDDLE SCHOOL,06,297,309,24,44,32,17,7,1
64,VOLUSIA,1531,DELAND MIDDLE SCHOOL,06,325,316,36,34,30,21,11,4
64,VOLUSIA,1702,DELTONA MIDDLE SCHOOL,06,352,317,42,36,22,19,18,5
64,VOLUSIA,2041,HIGHBANKS LEARNING CENTER,06,12,307,25,42,33,17,8,0
64,VOLUSIA,2721,HOLLY HILL SCHOOL,06,123,309,26,46,28,18,7,1
64,VOLUSIA,3431,SILVER SANDS MIDDLE SCHOOL,06,334,323,51,27,22,20,22,9
64,VOLUSIA,3931,NEW SMYRNA BEACH MIDDLE SCHOOL,06,309,328,65,17,18,27,28,9
64,VOLUSIA,4235,ORMOND BEACH MIDDLE SCHOOL,06,310,327,59,19,22,26,22,11
64,VOLUSIA,5434,RIVERVIEW LEARNING CENTER,06,9,NA,NA,NA,NA,NA,NA,NA
64,VOLUSIA,6343,SOUTHWESTERN MIDDLE SCHOOL,06,236,327,56,20,24,24,22,10
64,VOLUSIA,6633,T. DEWITT TAYLOR MIDDLE-HIGH,06,145,312,32,39,30,23,8,1
64,VOLUSIA,6791,GALAXY MIDDLE SCHOOL,06,319,320,45,30,25,24,15,5
64,VOLUSIA,7004,VOLUSIA ONLINE LEARNING-FLVS (FRANCHISE),06,44,327,55,27,18,20,25,9
64,VOLUSIA,7621,IVY HAWN CHARTER SCHOOL OF THE ARTS,06,132,326,63,20,17,35,26,2
64,VOLUSIA,7631,BURNS SCIENCE AND TECHNOLOGY CHARTER SCHOOL,06,131,330,66,10,24,31,26,8
64,VOLUSIA,7741,RIVER SPRINGS MIDDLE SCHOOL,06,386,321,48,28,24,25,16,7
64,VOLUSIA,7771,HERITAGE MIDDLE SCHOOL,06,325,319,44,30,26,25,13,6
64,VOLUSIA,7791,CREEKSIDE MIDDLE SCHOOL,06,395,333,66,18,16,21,24,20
64,VOLUSIA,7831,DAVID C. HINSON SR. MIDDLE SCHOOL,06,272,324,50,24,25,25,22,4
64,VOLUSIA,7921,CYPRESS CREEK ELEMENTARY SCHOOL,06,1,NA,NA,NA,NA,NA,NA,NA
64,VOLUSIA,9802,HALIFAX BEHAVIORAL SERVICES,06,2,NA,NA,NA,NA,NA,NA,NA
64,VOLUSIA,9870,LEGACY SCHOLARS ACADEMY,06,6,NA,NA,NA,NA,NA,NA,NA
64,VOLUSIA,9892,STEWART TREATMENT CENTER,06,1,NA,NA,NA,NA,NA,NA,NA
65,WAKULLA,0005,WAKULLA COAST CHARTER SCHOOL OF ARTS SCIENCE,06,20,321,50,30,20,30,15,5
65,WAKULLA,0012,RIVERSPRINGS MIDDLE SCHOOL,06,183,334,75,11,14,32,30,13
65,WAKULLA,0021,WAKULLA INSTITUTE,06,3,NA,NA,NA,NA,NA,NA,NA
65,WAKULLA,0081,WAKULLA MIDDLE SCHOOL,06,148,332,68,12,20,33,22,13
66,WALTON,0101,PAXTON SCHOOL,06,57,337,77,5,18,32,26,19
66,WALTON,0146,FREEPORT MIDDLE SCHOOL,06,167,333,69,13,19,27,28,14
66,WALTON,0152,EMERALD COAST MIDDLE SCHOOL,06,285,340,81,9,9,20,38,23
66,WALTON,0201,WALTON MIDDLE SCHOOL,06,253,328,63,15,23,39,20,4
66,WALTON,0282,WALTON INITIATIVE FOR SUCCESS IN EDUCATION,06,17,309,24,41,35,18,0,6
66,WALTON,1110,SEASIDE NEIGHBORHOOD SCHOOL,06,50,365,100,0,0,0,24,76
66,WALTON,1111,"WALTON ACADEMY, INC.",06,14,297,7,71,21,7,0,0
66,WALTON,7004,WALTON VIRTUAL FRANCHISE,06,3,NA,NA,NA,NA,NA,NA,NA
67,WASHINGTON,0052,VERNON MIDDLE SCHOOL,06,71,323,58,23,20,38,17,3
67,WASHINGTON,0101,ROULHAC MIDDLE SCHOOL,06,143,330,60,17,22,19,31,10
67,WASHINGTON,7001,WASHINGTON VIRTUAL INSTRUCTION PROGRAM,06,2,NA,NA,NA,NA,NA,NA,NA
68,DEAF/BLIND,0012,DEAF MIDDLE SCHOOL (FSDB),06,29,302,7,55,38,7,0,0
68,DEAF/BLIND,0015,BLIND PK-8 SCHOOL (FSDB),06,7,NA,NA,NA,NA,NA,NA,NA
71,FL VIRTUAL,0300,FLORIDA VIRTUAL ELEMENTARY SCHOOL,06,1,NA,NA,NA,NA,NA,NA,NA
71,FL VIRTUAL,0801,FLORIDA VIRTUAL MIDDLE SCHOOL,06,694,329,60,17,24,25,26,9
72,FAU LAB SCH,0011,A.D. HENDERSON UNIVERSITY SCHOOL & FAU HIGH,06,41,355,100,0,0,7,44,49
72,FAU LAB SCH,0020,FAU/SLCSD PALM POINTE RESEARCH SCHOOL,06,167,346,87,3,10,20,43,25
73,FSU LAB SCH,0341,FLORIDA STATE UNIVERSITY SCHOOL,06,142,343,87,4,8,22,42,23
74,FAMU LAB SCH,0351,FLORIDA A & M UNIV DEVELOP RESEARCH SCHOOL,06,39,317,36,26,38,28,8,0
75,UF LAB SCH,0391,P.K. YONGE DEVELOPMENTAL RESEARCH SCHOOL,06,130,343,85,4,11,24,38,23
80,IDEA PUB SCH,5931,IDEA BASSETT,06,134,331,66,16,18,29,27,10
80,IDEA PUB SCH,5951,IDEA RIVER BLUFF,06,95,332,68,21,11,18,36,15
80,IDEA PUB SCH,7835,IDEA VICTORY,06,119,326,55,20,25,23,24,8
80,IDEA PUB SCH,7840,IDEA HOPE,06,112,314,36,36,29,28,8,0
00,STATE TOTALS,0000,GRADE 07,07,150831,326,48,30,23,26,15,7
01,ALACHUA,0052,A.QUINN JONES CENTER,07,14,292,7,79,14,7,0,0
01,ALACHUA,0081,SIDNEY LANIER CENTER,07,1,NA,NA,NA,NA,NA,NA,NA
01,ALACHUA,0082,HOSPITAL HOMEBOUND,07,2,NA,NA,NA,NA,NA,NA,NA
01,ALACHUA,0112,ABRAHAM LINCOLN MIDDLE SCHOOL,07,91,317,23,36,41,16,5,1
01,ALACHUA,0121,HOWARD W. BISHOP MIDDLE SCHOOL,07,119,306,9,59,32,9,0,0
01,ALACHUA,0141,WESTWOOD MIDDLE SCHOOL,07,155,308,19,59,23,15,3,1
01,ALACHUA,0201,HAWTHORNE MIDDLE/HIGH SCHOOL,07,42,305,2,52,45,2,0,0
01,ALACHUA,0221,A. L. MEBANE MIDDLE SCHOOL,07,57,311,14,51,35,14,0,0
01,ALACHUA,0461,HIGH SPRINGS COMMUNITY SCHOOL,07,5,NA,NA,NA,NA,NA,NA,NA
01,ALACHUA,0481,FORT CLARKE MIDDLE SCHOOL,07,147,308,20,59,21,16,3,2
01,ALACHUA,0502,KANAPAHA MIDDLE SCHOOL,07,182,314,26,46,28,19,6,1
01,ALACHUA,0591,OAK VIEW MIDDLE SCHOOL,07,141,317,36,41,23,33,4,0
01,ALACHUA,0955,"THE EINSTEIN SCHOOL, INC.",07,11,310,27,55,18,18,9,0
01,ALACHUA,0961,MICANOPY ACADEMY,07,13,333,69,8,23,46,23,0
01,ALACHUA,1011,ALACHUA LEARNING ACADEMY MIDDLE,07,19,355,95,0,5,11,53,32
01,ALACHUA,1013,RESILIENCE CHARTER SCHOOL INC,07,36,327,56,31,14,28,22,6
01,ALACHUA,7004,ALACHUA ESCHOOL (VIRTUAL FRANCHISE),07,17,315,12,53,35,6,6,0
02,BAKER,0032,BAKER COUNTY MIDDLE SCHOOL,07,317,336,62,14,24,29,20,14
03,BAY,0071,MERRITT BROWN MIDDLE SCHOOL,07,186,323,41,34,24,30,9,2
03,BAY,0161,JINKS MIDDLE SCHOOL,07,176,321,39,35,26,26,11,1
03,BAY,0201,SURFSIDE MIDDLE SCHOOL,07,157,329,54,19,27,37,13,4
03,BAY,0331,MOWAT MIDDLE SCHOOL,07,163,325,50,25,25,38,10,2
03,BAY,0341,RUTHERFORD HIGH SCHOOL,07,143,314,22,46,32,17,5,0
03,BAY,0501,TYNDALL ACADEMY,07,26,336,69,8,23,42,23,4
03,BAY,0531,NEW HORIZONS LEARNING CENTER,07,7,NA,NA,NA,NA,NA,NA,NA
03,BAY,0541,DEANE BOZEMAN SCHOOL,07,92,335,74,9,17,52,20,2
03,BAY,0571,BREAKFAST POINT ACADEMY,07,97,325,55,25,21,40,13,1
03,BAY,0581,ROSENWALD HIGH SCHOOL,07,20,291,0,85,15,0,0,0
03,BAY,0711,BAY HAVEN CHARTER MIDDLE SCHOOL,07,103,340,81,3,17,43,29,9
03,BAY,0731,NORTH BAY HAVEN CHARTER ACADEMY MIDDLE SCHOOL,07,93,338,76,2,22,43,29,4
03,BAY,0771,PALM BAY PREPARATORY ACADEMY 6-12,07,34,337,71,9,21,26,35,9
03,BAY,2701,RISING LEADERS ACADEMY,07,16,352,88,0,13,19,38,31
03,BAY,2711,UNIVERSITY ACADEMY SABL INC,07,61,353,95,0,5,23,31,41
03,BAY,7004,BAY VIRTUAL FRANCHISE,07,4,NA,NA,NA,NA,NA,NA,NA
03,BAY,7023,BAY VIRTUAL INSTRUCTION PROGRAM,07,8,NA,NA,NA,NA,NA,NA,NA
04,BRADFORD,0172,BRADFORD MIDDLE SCHOOL,07,183,318,38,38,24,28,8,2
05,BREVARD,0052,JAMES MADISON MIDDLE SCHOOL,07,106,311,21,58,22,17,3,1
05,BREVARD,0089,GARDENDALE SEPARATE DAY SCHOOL,07,2,NA,NA,NA,NA,NA,NA,NA
05,BREVARD,0141,ANDREW JACKSON MIDDLE SCHOOL,07,225,327,52,27,21,28,19,5
05,BREVARD,0302,SPACE COAST JR/SR HIGH SCHOOL,07,218,336,68,14,18,31,27,11
05,BREVARD,1017,NORTH/CENTRAL AREA ALTERNATIVE LEARNING,07,38,296,11,82,8,11,0,0
05,BREVARD,1018,SOUTH AREA ALTERNATIVE LEARNING CENTER,07,23,301,13,61,26,13,0,0
05,BREVARD,1028,DEVEREUX HOSPITAL,07,4,NA,NA,NA,NA,NA,NA,NA
05,BREVARD,1081,RONALD MCNAIR MAGNET MIDDLE SCHOOL,07,159,327,47,23,30,27,16,4
05,BREVARD,1101,JOHN F. KENNEDY MIDDLE SCHOOL,07,246,337,73,11,17,39,22,11
05,BREVARD,1121,COCOA HIGH SCHOOL,07,202,312,26,46,28,21,4,1
05,BREVARD,2071,STONE MAGNET MIDDLE SCHOOL,07,269,322,44,31,25,29,14,0
05,BREVARD,2122,SOUTHWEST MIDDLE SCHOOL,07,296,315,32,43,25,27,5,0
05,BREVARD,3021,CENTRAL MIDDLE SCHOOL,07,361,319,39,36,25,26,11,2
05,BREVARD,3031,LYNDON B. JOHNSON MIDDLE SCHL,07,188,324,47,30,23,29,16,3
05,BREVARD,3131,LONGLEAF ELEMENTARY SCHOOL,07,1,NA,NA,NA,NA,NA,NA,NA
05,BREVARD,3141,WEST SHORE JUNIOR/SENIOR HIGH SCHOOL,07,150,362,99,0,1,7,31,60
05,BREVARD,4021,EDGEWOOD JR/SR HIGH SCHOOL,07,129,361,100,0,0,14,33,53
05,BREVARD,4111,THOMAS JEFFERSON MIDDLE SCHOOL,07,216,335,67,17,16,35,22,11
05,BREVARD,5011,COCOA BEACH JUNIOR/SENIOR HIGH SCHOOL,07,151,341,75,8,17,36,23,15
05,BREVARD,5021,FREEDOM 7 ELEMENTARY SCHOOL INTERNATIONAL,07,1,NA,NA,NA,NA,NA,NA,NA
05,BREVARD,6012,DELAURA MIDDLE SCHOOL,07,345,344,80,7,13,30,33,17
05,BREVARD,6013,SPESSARD L. HOLLAND ELEMENTARY,07,1,NA,NA,NA,NA,NA,NA,NA
05,BREVARD,6082,HERBERT C. HOOVER MIDDLE SCHOOL,07,153,336,69,9,22,45,19,5
05,BREVARD,6501,PALM BAY ACADEMY CHARTER SCHOOL,07,58,324,38,26,36,26,12,0
05,BREVARD,6507,ODYSSEY CHARTER SCHOOL,07,209,333,62,20,18,29,24,8
05,BREVARD,6508,SCULPTOR CHARTER SCHOOL,07,54,331,57,9,33,43,13,2
05,BREVARD,6509,ROYAL PALM CHARTER SCHOOL,07,42,331,57,14,29,29,21,7
05,BREVARD,6523,EMMA JEWEL CHARTER ACADEMY,07,28,323,50,36,14,25,14,11
05,BREVARD,6529,PINEAPPLE COVE CLASSICAL ACADEMY AT LOCKMAR,07,52,332,65,15,19,35,25,6
05,BREVARD,6540,VIERA CHARTER SCHOOL,07,136,346,86,2,12,39,26,21
05,BREVARD,6543,PINEAPPLE COVE CLASSICAL ACADEMY,07,107,344,79,4,18,31,28,20
05,BREVARD,6554,PINEAPPLE COVE CLASSICAL ACADEMY W MELBOURNE,07,83,334,71,19,10,43,24,4
05,BREVARD,6558,PINECREST ACADEMY SPACE COAST,07,28,336,68,18,14,32,14,21
05,BREVARD,7004,BREVARD VIRTUAL FRANCHISE,07,15,341,73,13,13,33,20,20
06,BROWARD,0021,POMPANO BEACH MIDDLE SCHOOL,07,292,314,27,48,25,18,7,2
06,BROWARD,0100,HOSPITAL HOMEBOUND SERVICES,07,3,NA,NA,NA,NA,NA,NA,NA
06,BROWARD,0131,GULFSTREAM ACADEMY OF HALLANDALE BEACH,07,119,307,18,59,24,13,4,0
06,BROWARD,0251,SUNRISE MIDDLE SCHOOL,07,354,322,44,36,21,24,12,7
06,BROWARD,0343,ATTUCKS MIDDLE SCHOOL,07,192,320,39,33,28,28,9,2
06,BROWARD,0371,DILLARD 6-12,07,111,310,23,52,24,21,3,0
06,BROWARD,0405,LANIER-JAMES EDUCATION CENTER,07,13,303,15,62,23,15,0,0
06,BROWARD,0452,WHIDDON RODGERS ED. CENTER,07,14,298,21,79,0,14,7,0
06,BROWARD,0471,OLSEN MIDDLE SCHOOL,07,201,306,20,59,21,15,4,0
06,BROWARD,0481,MCNICOL MIDDLE SCHOOL,07,175,318,30,39,31,18,10,2
06,BROWARD,0551,PLANTATION MIDDLE SCHOOL,07,151,312,25,46,29,19,6,0
06,BROWARD,0581,MARGATE MIDDLE SCHOOL,07,346,323,40,34,26,21,16,3
06,BROWARD,0641,BAYVIEW ELEMENTARY SCHOOL,07,1,NA,NA,NA,NA,NA,NA,NA
06,BROWARD,0701,PARKWAY MIDDLE SCHOOL,07,290,312,30,48,22,21,8,1
06,BROWARD,0861,DRIFTWOOD MIDDLE SCHOOL,07,340,315,29,45,25,20,9,1
06,BROWARD,0881,NEW RIVER MIDDLE SCHOOL,07,480,318,36,38,27,23,10,2
06,BROWARD,0911,DEERFIELD BEACH MIDDLE SCHOOL,07,317,317,35,44,21,15,12,8
06,BROWARD,1071,WILLIAM DANDY MIDDLE SCHOOL,07,210,310,25,54,20,17,9,0
06,BROWARD,1311,NOVA MIDDLE SCHOOL,07,375,329,55,23,22,31,17,7
06,BROWARD,1391,LAUDERHILL 6-12,07,190,305,15,56,29,11,3,1
06,BROWARD,1631,ANNABEL C. PERRY PK-8,07,73,329,58,25,18,36,16,5
06,BROWARD,1701,LAUDERDALE LAKES MIDDLE SCHOOL,07,246,318,35,42,24,26,8,1
06,BROWARD,1752,WHISPERING PINES EXCEPTIONAL EDUCATION CENTER,07,19,307,5,74,21,5,0,0
06,BROWARD,1791,APOLLO MIDDLE SCHOOL,07,332,321,37,37,26,22,11,4
06,BROWARD,1871,CRYSTAL LAKE MIDDLE SCHOOL,07,307,313,27,50,23,14,9,4
06,BROWARD,1881,PINES MIDDLE SCHOOL,07,183,317,33,39,27,23,9,1
06,BROWARD,1891,SEMINOLE MIDDLE SCHOOL,07,323,320,37,39,24,22,10,5
06,BROWARD,2021,GLADES MIDDLE SCHOOL,07,279,328,54,27,19,27,19,8
06,BROWARD,2041,BEACHSIDE MONTESSORI VILLAGE,07,41,344,78,10,12,24,27,27
06,BROWARD,2052,WESTPINE MIDDLE SCHOOL,07,224,324,45,32,23,26,14,5
06,BROWARD,2121,JAMES S. RICKARDS MIDDLE SCHOOL,07,223,315,33,43,24,24,9,0
06,BROWARD,2123,CYPRESS RUN ALTERNATIVE CENTER,07,28,288,0,93,7,0,0,0
06,BROWARD,2561,CORAL SPRINGS MIDDLE SCHOOL,07,284,331,58,21,20,29,20,10
06,BROWARD,2571,PIONEER MIDDLE SCHOOL,07,452,347,81,10,10,22,29,30
06,BROWARD,2611,BAIR MIDDLE SCHOOL,07,198,322,45,32,22,33,9,4
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,07,324,334,61,18,21,26,24,11
06,BROWARD,2971,SILVER LAKES MIDDLE SCHOOL,07,241,320,38,37,25,24,12,2
06,BROWARD,3001,WALTER C. YOUNG MIDDLE SCHOOL,07,290,336,63,19,18,20,24,18
06,BROWARD,3051,FOREST GLEN MIDDLE SCHOOL,07,272,320,39,36,25,23,13,3
06,BROWARD,3101,LYONS CREEK MIDDLE SCHOOL,07,413,327,51,25,23,23,20,8
06,BROWARD,3151,TEQUESTA TRACE MIDDLE SCHOOL,07,446,335,65,16,19,26,25,14
06,BROWARD,3222,CROSS CREEK SCHOOL,07,6,NA,NA,NA,NA,NA,NA,NA
06,BROWARD,3331,SILVER TRAIL MIDDLE SCHOOL,07,362,338,65,17,18,24,20,21
06,BROWARD,3431,SAWGRASS SPRINGS MIDDLE SCHOOL,07,318,326,48,31,20,23,21,4
06,BROWARD,3471,INDIAN RIDGE MIDDLE SCHOOL,07,647,334,63,19,18,26,24,13
06,BROWARD,3622,FALCON COVE MIDDLE SCHOOL,07,654,345,76,11,13,21,23,32
06,BROWARD,3841,MANATEE BAY ELEMENTARY SCHOOL,07,1,NA,NA,NA,NA,NA,NA,NA
06,BROWARD,3871,WESTGLADES MIDDLE SCHOOL,07,444,351,84,7,9,18,27,39
06,BROWARD,3911,NEW RENAISSANCE MIDDLE SCHOOL,07,327,316,30,44,26,17,10,3
06,BROWARD,4772,MILLENNIUM 6-12 COLLEGIATE ACADEMY,07,301,323,43,32,25,26,15,2
06,BROWARD,5002,SOMERSET ACADEMY VILLAGE CHARTER MIDDLE,07,40,336,75,10,15,38,33,5
06,BROWARD,5003,SOMERSET PREP ACADEMY AT N LAUDERDALE,07,65,321,40,29,31,35,5,0
06,BROWARD,5010,FRANKLIN ACADEMY SUNRISE,07,107,322,47,24,29,42,4,1
06,BROWARD,5012,FRANKLIN ACADEMY PEMBROKE PINES,07,101,334,68,15,17,31,34,4
06,BROWARD,5014,RENAISSANCE CHARTER MIDDLE SCHOOL AT PINES,07,154,335,66,17,17,30,28,8
06,BROWARD,5020,RENAISSANCE CHARTER SCHOOL AT CORAL SPRINGS,07,77,337,74,10,16,47,27,0
06,BROWARD,5022,BRIDGEPREP ACADEMY OF BROWARD K-8,07,28,342,71,4,25,29,21,21
06,BROWARD,5023,RENAISSANCE CHARTER SCHOOL AT PLANTATION,07,86,319,37,36,27,27,9,1
06,BROWARD,5024,IMAGINE SCHOOLS AT BROWARD,07,67,333,73,12,15,57,16,0
06,BROWARD,5037,FRANKLIN ACADEMY COOPER CITY,07,114,336,69,15,16,34,25,10
06,BROWARD,5038,BROWARD MATH AND SCIENCE SCHOOLS,07,36,323,36,33,31,19,14,3
06,BROWARD,5041,CENTRAL CHARTER SCHOOL,07,119,331,54,20,26,33,16,5
06,BROWARD,5044,IMAGINE SCHOOLS PLANTATION CAMPUS,07,43,342,79,7,14,40,14,26
06,BROWARD,5046,FRANKLIN ACADEMY F,07,151,323,44,26,29,34,7,3
